dataset,method,model,split,config,alpha,noise_rate,erasure_rate,runs,attained_runs,N_clean_mean,N_attack_mean,compensation_ratio_mean,compensation_ratio_std
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.05,0.0,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.05,0.1,3,3,13.333333333333334,16.666666666666668,1.5,0.8660254037844386
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.05,0.2,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.05,0.3,3,3,13.333333333333334,20,1.5,0.5
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.05,0.5,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.05,0.7,3,3,13.333333333333334,33.333333333333336,2.5,0.5
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.1,0.0,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.1,0.1,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.1,0.2,3,3,13.333333333333334,16.666666666666668,1.5,0.8660254037844386
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.1,0.3,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.1,0.5,3,3,13.333333333333334,26.666666666666668,2.3333333333333335,1.1547005383792515
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.1,0.7,3,3,13.333333333333334,43.333333333333336,3.8333333333333335,2.0207259421636903
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.15,0.0,3,3,13.333333333333334,23.333333333333332,2.0,1.0
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.15,0.1,3,3,13.333333333333334,26.666666666666668,2.1666666666666665,0.7637626158259734
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.15,0.2,3,3,13.333333333333334,20,1.6666666666666667,1.1547005383792515
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.15,0.3,3,3,13.333333333333334,23.333333333333332,2.0,1.0
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.15,0.5,3,3,13.333333333333334,23.333333333333332,1.8333333333333333,0.28867513459481287
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.15,0.7,3,3,13.333333333333334,93.33333333333333,6.833333333333333,1.6072751268321592
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.2,0.0,3,3,13.333333333333334,26.666666666666668,2.3333333333333335,1.1547005383792515
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.2,0.1,3,3,13.333333333333334,26.666666666666668,1.8333333333333333,0.7637626158259734
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.2,0.2,3,3,13.333333333333334,20,1.5,0.5
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.2,0.3,3,3,13.333333333333334,26.666666666666668,2.1666666666666665,0.7637626158259734
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.2,0.5,3,3,13.333333333333334,40,3.5,3.905124837953327
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.2,0.7,3,3,13.333333333333334,70,6.5,4.444097208657794
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.3,0.0,3,3,13.333333333333334,30,2.6666666666666665,2.0816659994661326
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.3,0.1,3,3,13.333333333333334,53.333333333333336,4.0,1.0
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.3,0.2,3,3,13.333333333333334,120,10.666666666666666,8.32666399786453
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.3,0.3,3,3,13.333333333333334,73.33333333333333,7.0,7.211102550927978
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.3,0.5,3,3,13.333333333333334,76.66666666666667,6.333333333333333,3.2145502536643185
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.3,0.7,3,3,13.333333333333334,133.33333333333334,10.0,0.0
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.5,0.0,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.5,0.1,3,1,13.333333333333334,80,8.0,0.0
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.5,0.2,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.5,0.3,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.5,0.5,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,full_rank,0.01,0.5,0.7,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top10,0.01,0.0,0.0,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,top10,0.01,0.0,0.1,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,top10,0.01,0.0,0.2,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top10,0.01,0.0,0.3,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,top10,0.01,0.0,0.5,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top10,0.01,0.0,0.7,3,3,13.333333333333334,23.333333333333332,1.8333333333333333,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top10,0.01,0.05,0.0,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top10,0.01,0.05,0.1,3,3,13.333333333333334,13.333333333333334,1.1666666666666667,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top10,0.01,0.05,0.2,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,top10,0.01,0.05,0.3,3,3,13.333333333333334,26.666666666666668,2.1666666666666665,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top10,0.01,0.05,0.5,3,3,13.333333333333334,30,2.5,0.8660254037844386
alfworld,rank,gemini-flash,OOD,top10,0.01,0.05,0.7,3,3,13.333333333333334,46.666666666666664,3.3333333333333335,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top10,0.01,0.1,0.0,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top10,0.01,0.1,0.1,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top10,0.01,0.1,0.2,3,3,13.333333333333334,23.333333333333332,2.0,1.0
alfworld,rank,gemini-flash,OOD,top10,0.01,0.1,0.3,3,3,13.333333333333334,16.666666666666668,1.1666666666666667,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top10,0.01,0.1,0.5,3,3,13.333333333333334,26.666666666666668,2.1666666666666665,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top10,0.01,0.1,0.7,3,3,13.333333333333334,40,3.6666666666666665,2.309401076758503
alfworld,rank,gemini-flash,OOD,top10,0.01,0.15,0.0,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top10,0.01,0.15,0.1,3,3,13.333333333333334,23.333333333333332,1.8333333333333333,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top10,0.01,0.15,0.2,3,3,13.333333333333334,23.333333333333332,1.5,0.8660254037844386
alfworld,rank,gemini-flash,OOD,top10,0.01,0.15,0.3,3,3,13.333333333333334,36.666666666666664,2.8333333333333335,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top10,0.01,0.15,0.5,3,3,13.333333333333334,40,3.1666666666666665,1.6072751268321592
alfworld,rank,gemini-flash,OOD,top10,0.01,0.15,0.7,3,3,13.333333333333334,50,4.166666666666667,1.4433756729740643
alfworld,rank,gemini-flash,OOD,top10,0.01,0.2,0.0,3,3,13.333333333333334,23.333333333333332,1.8333333333333333,1.0408329997330663
alfworld,rank,gemini-flash,OOD,top10,0.01,0.2,0.1,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top10,0.01,0.2,0.2,3,3,13.333333333333334,30,2.8333333333333335,2.254624876411447
alfworld,rank,gemini-flash,OOD,top10,0.01,0.2,0.3,3,3,13.333333333333334,36.666666666666664,2.8333333333333335,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top10,0.01,0.2,0.5,3,3,13.333333333333334,50,4.166666666666667,1.4433756729740643
alfworld,rank,gemini-flash,OOD,top10,0.01,0.2,0.7,3,3,13.333333333333334,83.33333333333333,6.666666666666667,2.8867513459481287
alfworld,rank,gemini-flash,OOD,top10,0.01,0.3,0.0,3,3,13.333333333333334,60,4.333333333333333,1.1547005383792515
alfworld,rank,gemini-flash,OOD,top10,0.01,0.3,0.1,3,3,13.333333333333334,23.333333333333332,2.0,1.0
alfworld,rank,gemini-flash,OOD,top10,0.01,0.3,0.2,3,3,13.333333333333334,33.333333333333336,2.8333333333333335,1.8929694486000912
alfworld,rank,gemini-flash,OOD,top10,0.01,0.3,0.3,3,3,13.333333333333334,53.333333333333336,4.5,3.0413812651491097
alfworld,rank,gemini-flash,OOD,top10,0.01,0.3,0.5,3,3,13.333333333333334,150,13.333333333333334,7.637626158259733
alfworld,rank,gemini-flash,OOD,top10,0.01,0.3,0.7,3,3,13.333333333333334,100,8.333333333333334,2.8867513459481287
alfworld,rank,gemini-flash,OOD,top10,0.01,0.5,0.0,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top10,0.01,0.5,0.1,3,1,13.333333333333334,30,3.0,0.0
alfworld,rank,gemini-flash,OOD,top10,0.01,0.5,0.2,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top10,0.01,0.5,0.3,3,1,13.333333333333334,150,15.0,0.0
alfworld,rank,gemini-flash,OOD,top10,0.01,0.5,0.5,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top10,0.01,0.5,0.7,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top2,0.01,0.0,0.0,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,top2,0.01,0.0,0.1,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top2,0.01,0.0,0.2,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,top2,0.01,0.0,0.3,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top2,0.01,0.0,0.5,3,3,13.333333333333334,23.333333333333332,1.8333333333333333,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top2,0.01,0.0,0.7,3,3,13.333333333333334,33.333333333333336,2.8333333333333335,1.8929694486000912
alfworld,rank,gemini-flash,OOD,top2,0.01,0.05,0.0,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top2,0.01,0.05,0.1,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top2,0.01,0.05,0.2,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,top2,0.01,0.05,0.3,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top2,0.01,0.05,0.5,3,3,13.333333333333334,23.333333333333332,2.0,1.0
alfworld,rank,gemini-flash,OOD,top2,0.01,0.05,0.7,3,3,13.333333333333334,43.333333333333336,3.0,1.0
alfworld,rank,gemini-flash,OOD,top2,0.01,0.1,0.0,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top2,0.01,0.1,0.1,3,3,13.333333333333334,20,1.5,0.5
alfworld,rank,gemini-flash,OOD,top2,0.01,0.1,0.2,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top2,0.01,0.1,0.3,3,3,13.333333333333334,13.333333333333334,1.1666666666666667,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top2,0.01,0.1,0.5,3,3,13.333333333333334,26.666666666666668,2.1666666666666665,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top2,0.01,0.1,0.7,3,3,13.333333333333334,60,4.666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top2,0.01,0.15,0.0,3,3,13.333333333333334,30,2.1666666666666665,1.0408329997330663
alfworld,rank,gemini-flash,OOD,top2,0.01,0.15,0.1,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top2,0.01,0.15,0.2,3,3,13.333333333333334,20,1.6666666666666667,1.1547005383792515
alfworld,rank,gemini-flash,OOD,top2,0.01,0.15,0.3,3,3,13.333333333333334,36.666666666666664,2.8333333333333335,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top2,0.01,0.15,0.5,3,3,13.333333333333334,53.333333333333336,4.5,3.0413812651491097
alfworld,rank,gemini-flash,OOD,top2,0.01,0.15,0.7,3,3,13.333333333333334,66.66666666666667,5.833333333333333,3.8188130791298667
alfworld,rank,gemini-flash,OOD,top2,0.01,0.2,0.0,3,3,13.333333333333334,33.333333333333336,2.5,0.5
alfworld,rank,gemini-flash,OOD,top2,0.01,0.2,0.1,3,3,13.333333333333334,16.666666666666668,1.5,0.8660254037844386
alfworld,rank,gemini-flash,OOD,top2,0.01,0.2,0.2,3,3,13.333333333333334,43.333333333333336,3.5,1.3228756555322954
alfworld,rank,gemini-flash,OOD,top2,0.01,0.2,0.3,3,3,13.333333333333334,36.666666666666664,3.1666666666666665,1.755942292142123
alfworld,rank,gemini-flash,OOD,top2,0.01,0.2,0.5,3,3,13.333333333333334,40,3.1666666666666665,1.6072751268321592
alfworld,rank,gemini-flash,OOD,top2,0.01,0.2,0.7,3,3,13.333333333333334,76.66666666666667,6.833333333333333,3.8837267325770144
alfworld,rank,gemini-flash,OOD,top2,0.01,0.3,0.0,3,3,13.333333333333334,46.666666666666664,4.333333333333333,4.932882862316247
alfworld,rank,gemini-flash,OOD,top2,0.01,0.3,0.1,3,3,13.333333333333334,40,2.6666666666666665,1.5275252316519468
alfworld,rank,gemini-flash,OOD,top2,0.01,0.3,0.2,3,3,13.333333333333334,70,5.333333333333333,2.516611478423583
alfworld,rank,gemini-flash,OOD,top2,0.01,0.3,0.3,3,3,13.333333333333334,83.33333333333333,6.666666666666667,2.8867513459481287
alfworld,rank,gemini-flash,OOD,top2,0.01,0.3,0.5,3,3,13.333333333333334,66.66666666666667,5.833333333333333,3.8188130791298667
alfworld,rank,gemini-flash,OOD,top2,0.01,0.3,0.7,3,3,13.333333333333334,116.66666666666667,10.0,5.0
alfworld,rank,gemini-flash,OOD,top2,0.01,0.5,0.0,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top2,0.01,0.5,0.1,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top2,0.01,0.5,0.2,3,1,13.333333333333334,80,8.0,0.0
alfworld,rank,gemini-flash,OOD,top2,0.01,0.5,0.3,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top2,0.01,0.5,0.5,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top2,0.01,0.5,0.7,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top3,0.01,0.0,0.0,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,top3,0.01,0.0,0.1,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,top3,0.01,0.0,0.2,3,3,13.333333333333334,10,0.8333333333333334,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top3,0.01,0.0,0.3,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top3,0.01,0.0,0.5,3,3,13.333333333333334,26.666666666666668,2.1666666666666665,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top3,0.01,0.0,0.7,3,3,13.333333333333334,26.666666666666668,2.1666666666666665,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top3,0.01,0.05,0.0,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top3,0.01,0.05,0.1,3,3,13.333333333333334,13.333333333333334,1.1666666666666667,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top3,0.01,0.05,0.2,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,top3,0.01,0.05,0.3,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top3,0.01,0.05,0.5,3,3,13.333333333333334,23.333333333333332,1.5,0.8660254037844386
alfworld,rank,gemini-flash,OOD,top3,0.01,0.05,0.7,3,3,13.333333333333334,30,2.1666666666666665,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top3,0.01,0.1,0.0,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top3,0.01,0.1,0.1,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top3,0.01,0.1,0.2,3,3,13.333333333333334,13.333333333333334,1.0,0.0
alfworld,rank,gemini-flash,OOD,top3,0.01,0.1,0.3,3,3,13.333333333333334,26.666666666666668,2.1666666666666665,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top3,0.01,0.1,0.5,3,3,13.333333333333334,30,2.1666666666666665,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top3,0.01,0.1,0.7,3,3,13.333333333333334,43.333333333333336,3.5,1.3228756555322954
alfworld,rank,gemini-flash,OOD,top3,0.01,0.15,0.0,3,3,13.333333333333334,20,1.5,0.5
alfworld,rank,gemini-flash,OOD,top3,0.01,0.15,0.1,3,3,13.333333333333334,20,1.6666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top3,0.01,0.15,0.2,3,3,13.333333333333334,30,2.1666666666666665,1.0408329997330663
alfworld,rank,gemini-flash,OOD,top3,0.01,0.15,0.3,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top3,0.01,0.15,0.5,3,3,13.333333333333334,33.333333333333336,3.0,2.0
alfworld,rank,gemini-flash,OOD,top3,0.01,0.15,0.7,3,3,13.333333333333334,53.333333333333336,4.0,1.0
alfworld,rank,gemini-flash,OOD,top3,0.01,0.2,0.0,3,3,13.333333333333334,23.333333333333332,2.0,1.0
alfworld,rank,gemini-flash,OOD,top3,0.01,0.2,0.1,3,3,13.333333333333334,33.333333333333336,2.5,0.5
alfworld,rank,gemini-flash,OOD,top3,0.01,0.2,0.2,3,3,13.333333333333334,16.666666666666668,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top3,0.01,0.2,0.3,3,3,13.333333333333334,36.666666666666664,3.3333333333333335,4.041451884327381
alfworld,rank,gemini-flash,OOD,top3,0.01,0.2,0.5,3,3,13.333333333333334,43.333333333333336,3.5,1.3228756555322954
alfworld,rank,gemini-flash,OOD,top3,0.01,0.2,0.7,3,3,13.333333333333334,50,4.166666666666667,1.4433756729740643
alfworld,rank,gemini-flash,OOD,top3,0.01,0.3,0.0,3,3,13.333333333333334,73.33333333333333,5.666666666666667,4.041451884327381
alfworld,rank,gemini-flash,OOD,top3,0.01,0.3,0.1,3,3,13.333333333333334,60,4.666666666666667,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top3,0.01,0.3,0.2,3,3,13.333333333333334,50,4.166666666666667,1.4433756729740643
alfworld,rank,gemini-flash,OOD,top3,0.01,0.3,0.3,3,3,13.333333333333334,36.666666666666664,3.1666666666666665,1.755942292142123
alfworld,rank,gemini-flash,OOD,top3,0.01,0.3,0.5,3,3,13.333333333333334,76.66666666666667,6.833333333333333,3.8837267325770144
alfworld,rank,gemini-flash,OOD,top3,0.01,0.3,0.7,3,3,13.333333333333334,100,8.333333333333334,5.773502691896257
alfworld,rank,gemini-flash,OOD,top3,0.01,0.5,0.0,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top3,0.01,0.5,0.1,3,1,13.333333333333334,30,3.0,0.0
alfworld,rank,gemini-flash,OOD,top3,0.01,0.5,0.2,3,1,13.333333333333334,30,3.0,0.0
alfworld,rank,gemini-flash,OOD,top3,0.01,0.5,0.3,3,1,13.333333333333334,100,10.0,0.0
alfworld,rank,gemini-flash,OOD,top3,0.01,0.5,0.5,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top3,0.01,0.5,0.7,3,0,13.333333333333334,,,
alfworld,rank,gemini-flash,OOD,top5,0.01,0.0,0.0,3,3,16.666666666666668,16.666666666666668,1.0,0.0
alfworld,rank,gemini-flash,OOD,top5,0.01,0.0,0.1,3,3,16.666666666666668,16.666666666666668,1.0,0.0
alfworld,rank,gemini-flash,OOD,top5,0.01,0.0,0.2,3,3,16.666666666666668,16.666666666666668,1.0,0.0
alfworld,rank,gemini-flash,OOD,top5,0.01,0.0,0.3,3,3,16.666666666666668,20,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top5,0.01,0.0,0.5,3,3,16.666666666666668,16.666666666666668,1.1666666666666667,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top5,0.01,0.0,0.7,3,3,16.666666666666668,30,1.8333333333333333,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top5,0.01,0.05,0.0,3,3,16.666666666666668,16.666666666666668,1.0,0.0
alfworld,rank,gemini-flash,OOD,top5,0.01,0.05,0.1,3,3,16.666666666666668,20,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top5,0.01,0.05,0.2,3,3,16.666666666666668,23.333333333333332,1.3333333333333333,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top5,0.01,0.05,0.3,3,3,16.666666666666668,16.666666666666668,1.0,0.0
alfworld,rank,gemini-flash,OOD,top5,0.01,0.05,0.5,3,3,16.666666666666668,23.333333333333332,1.6666666666666667,1.1547005383792515
alfworld,rank,gemini-flash,OOD,top5,0.01,0.05,0.7,3,3,16.666666666666668,43.333333333333336,3.0,1.8027756377319946
alfworld,rank,gemini-flash,OOD,top5,0.01,0.1,0.0,3,3,16.666666666666668,23.333333333333332,1.5,0.5
alfworld,rank,gemini-flash,OOD,top5,0.01,0.1,0.1,3,3,16.666666666666668,20,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top5,0.01,0.1,0.2,3,3,16.666666666666668,26.666666666666668,1.8333333333333333,1.0408329997330663
alfworld,rank,gemini-flash,OOD,top5,0.01,0.1,0.3,3,3,16.666666666666668,20,1.1666666666666667,0.28867513459481287
alfworld,rank,gemini-flash,OOD,top5,0.01,0.1,0.5,3,3,16.666666666666668,46.666666666666664,2.8333333333333335,1.2583057392117916
alfworld,rank,gemini-flash,OOD,top5,0.01,0.1,0.7,3,3,16.666666666666668,36.666666666666664,2.3333333333333335,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top5,0.01,0.15,0.0,3,3,16.666666666666668,20,1.3333333333333333,0.7637626158259734
alfworld,rank,gemini-flash,OOD,top5,0.01,0.15,0.1,3,3,16.666666666666668,23.333333333333332,1.5,0.5
alfworld,rank,gemini-flash,OOD,top5,0.01,0.15,0.2,3,3,16.666666666666668,30,2.0,0.8660254037844386
alfworld,rank,gemini-flash,OOD,top5,0.01,0.15,0.3,3,3,16.666666666666668,23.333333333333332,1.5,0.5
alfworld,rank,gemini-flash,OOD,top5,0.01,0.15,0.5,3,3,16.666666666666668,33.333333333333336,2.1666666666666665,1.0408329997330663
alfworld,rank,gemini-flash,OOD,top5,0.01,0.15,0.7,3,3,16.666666666666668,66.66666666666667,5.833333333333333,7.94250170496257
alfworld,rank,gemini-flash,OOD,top5,0.01,0.2,0.0,3,3,16.666666666666668,43.333333333333336,3.0,1.8027756377319946
alfworld,rank,gemini-flash,OOD,top5,0.01,0.2,0.1,3,3,16.666666666666668,20,1.5,1.3228756555322954
alfworld,rank,gemini-flash,OOD,top5,0.01,0.2,0.2,3,3,16.666666666666668,23.333333333333332,1.6666666666666667,1.1547005383792515
alfworld,rank,gemini-flash,OOD,top5,0.01,0.2,0.3,3,3,16.666666666666668,20,1.3333333333333333,0.5773502691896257
alfworld,rank,gemini-flash,OOD,top5,0.01,0.2,0.5,3,3,16.666666666666668,33.333333333333336,2.5,2.179449471770337
alfworld,rank,gemini-flash,OOD,top5,0.01,0.2,0.7,3,3,16.666666666666668,83.33333333333333,5.0,2.5
alfworld,rank,gemini-flash,OOD,top5,0.01,0.3,0.0,3,3,16.666666666666668,66.66666666666667,4.166666666666667,1.4433756729740643
alfworld,rank,gemini-flash,OOD,top5,0.01,0.3,0.1,3,3,16.666666666666668,60,4.333333333333333,3.511884584284246
alfworld,rank,gemini-flash,OOD,top5,0.01,0.3,0.2,3,3,16.666666666666668,66.66666666666667,4.166666666666667,1.4433756729740643
alfworld,rank,gemini-flash,OOD,top5,0.01,0.3,0.3,3,3,16.666666666666668,116.66666666666667,7.5,2.5
alfworld,rank,gemini-flash,OOD,top5,0.01,0.3,0.5,3,3,16.666666666666668,116.66666666666667,8.333333333333334,5.773502691896257
alfworld,rank,gemini-flash,OOD,top5,0.01,0.3,0.7,3,2,16.666666666666668,100,6.25,1.7677669529663689
alfworld,rank,gemini-flash,OOD,top5,0.01,0.5,0.0,3,0,16.666666666666668,,,
alfworld,rank,gemini-flash,OOD,top5,0.01,0.5,0.1,3,0,16.666666666666668,,,
alfworld,rank,gemini-flash,OOD,top5,0.01,0.5,0.2,3,0,16.666666666666668,,,
alfworld,rank,gemini-flash,OOD,top5,0.01,0.5,0.3,3,0,16.666666666666668,,,
alfworld,rank,gemini-flash,OOD,top5,0.01,0.5,0.5,3,0,16.666666666666668,,,
alfworld,rank,gemini-flash,OOD,top5,0.01,0.5,0.7,3,0,16.666666666666668,,,
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.0,0.0,3,3,10,10,1.0,0.0
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.0,0.1,3,3,10,10,1.0,0.0
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.0,0.2,3,3,10,10,1.0,0.0
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.0,0.3,3,3,10,13.333333333333334,1.3333333333333333,0.5773502691896257
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.0,0.5,3,1,10,10,1.0,0.0
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.0,0.7,3,0,10,,,
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.05,0.0,3,3,10,13.333333333333334,1.3333333333333333,0.5773502691896257
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.05,0.1,3,2,10,15,1.5,0.7071067811865476
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.05,0.2,3,1,10,10,1.0,0.0
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.05,0.3,3,2,10,15,1.5,0.7071067811865476
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.05,0.5,3,1,10,10,1.0,0.0
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.05,0.7,3,1,10,20,2.0,0.0
toolbench,rank,deepseek,G1_category,full_rank,0.01,0.1,0.0,3,2,10,10,1.0,0.0
