dataset,method,model,split,topk,noise_model,epsilon,rank_tree_depth,clean_decodable_steps,trials,step_flip_rate,bit_flip_rate,len_mismatch_rate,prop2_bound_c1,prop2_bound_fitted_c
toolbench,AsymAgentMark-TK,deepseek,G1_category,3,adjacent_swap,0.0,2,18,180,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G1_category,3,adjacent_swap,0.05,2,18,180,0.022222,0.022222,0.022222,0.0975,0.033882
toolbench,AsymAgentMark-TK,deepseek,G1_category,3,adjacent_swap,0.1,2,18,180,0.122222,0.122222,0.083333,0.19,0.068354
toolbench,AsymAgentMark-TK,deepseek,G1_category,3,adjacent_swap,0.15,2,18,180,0.133333,0.133333,0.122222,0.2775,0.10346
toolbench,AsymAgentMark-TK,deepseek,G1_category,3,adjacent_swap,0.2,2,18,180,0.194444,0.194444,0.155556,0.36,0.139251
toolbench,AsymAgentMark-TK,deepseek,G1_category,3,adjacent_swap,0.25,2,18,180,0.222222,0.222222,0.194444,0.4375,0.175784
toolbench,AsymAgentMark-TK,deepseek,G1_category,3,adjacent_swap,0.3,2,18,180,0.266667,0.266667,0.222222,0.51,0.213125
toolbench,AsymAgentMark-TK,deepseek,G1_category,3,adjacent_swap,0.35,2,18,180,0.311111,0.311111,0.25,0.5775,0.251352
toolbench,AsymAgentMark-TK,deepseek,G1_category,3,adjacent_swap,0.4,2,18,180,0.305556,0.305556,0.238889,0.64,0.290557
toolbench,AsymAgentMark-TK,deepseek,G1_category,3,adjacent_swap,0.45,2,18,180,0.388889,0.388889,0.333333,0.6975,0.33085
toolbench,AsymAgentMark-TK,deepseek,G1_category,3,adjacent_swap,0.5,2,18,180,0.438889,0.438889,0.383333,0.75,0.372364
toolbench,AsymAgentMark-TK,deepseek,G1_category,5,adjacent_swap,0.0,3,32,320,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G1_category,5,adjacent_swap,0.05,3,32,320,0.065625,0.061905,0.0625,0.142625,0.05039
toolbench,AsymAgentMark-TK,deepseek,G1_category,5,adjacent_swap,0.1,3,32,320,0.15625,0.130952,0.125,0.271,0.100758
toolbench,AsymAgentMark-TK,deepseek,G1_category,5,adjacent_swap,0.15,3,32,320,0.18125,0.178571,0.16875,0.385875,0.151104
toolbench,AsymAgentMark-TK,deepseek,G1_category,5,adjacent_swap,0.2,3,32,320,0.2625,0.22381,0.24375,0.488,0.201427
toolbench,AsymAgentMark-TK,deepseek,G1_category,5,adjacent_swap,0.25,3,32,320,0.284375,0.269048,0.2625,0.578125,0.251724
toolbench,AsymAgentMark-TK,deepseek,G1_category,5,adjacent_swap,0.3,3,32,320,0.3,0.280952,0.28125,0.657,0.301995
toolbench,AsymAgentMark-TK,deepseek,G1_category,5,adjacent_swap,0.35,3,32,320,0.421875,0.392857,0.4,0.725375,0.352236
toolbench,AsymAgentMark-TK,deepseek,G1_category,5,adjacent_swap,0.4,3,32,320,0.4125,0.371429,0.40625,0.784,0.402447
toolbench,AsymAgentMark-TK,deepseek,G1_category,5,adjacent_swap,0.45,3,32,320,0.496875,0.452381,0.4625,0.833625,0.452624
toolbench,AsymAgentMark-TK,deepseek,G1_category,5,adjacent_swap,0.5,3,32,320,0.496875,0.461905,0.465625,0.875,0.502765
toolbench,AsymAgentMark-TK,deepseek,G1_category,10,adjacent_swap,0.0,4,53,530,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G1_category,10,adjacent_swap,0.05,4,53,530,0.071698,0.06092,0.064151,0.185494,0.066616
toolbench,AsymAgentMark-TK,deepseek,G1_category,10,adjacent_swap,0.1,4,53,530,0.162264,0.137931,0.14717,0.3439,0.132036
toolbench,AsymAgentMark-TK,deepseek,G1_category,10,adjacent_swap,0.15,4,53,530,0.216981,0.185057,0.196226,0.477994,0.196217
toolbench,AsymAgentMark-TK,deepseek,G1_category,10,adjacent_swap,0.2,4,53,530,0.264151,0.21954,0.249057,0.5904,0.259111
toolbench,AsymAgentMark-TK,deepseek,G1_category,10,adjacent_swap,0.25,4,53,530,0.30566,0.255172,0.283019,0.683594,0.320668
toolbench,AsymAgentMark-TK,deepseek,G1_category,10,adjacent_swap,0.3,4,53,530,0.335849,0.281609,0.30566,0.7599,0.380827
toolbench,AsymAgentMark-TK,deepseek,G1_category,10,adjacent_swap,0.35,4,53,530,0.409434,0.331034,0.379245,0.821494,0.439526
toolbench,AsymAgentMark-TK,deepseek,G1_category,10,adjacent_swap,0.4,4,53,530,0.481132,0.398851,0.443396,0.8704,0.49669
toolbench,AsymAgentMark-TK,deepseek,G1_category,10,adjacent_swap,0.45,4,53,530,0.501887,0.412644,0.462264,0.908494,0.552238
toolbench,AsymAgentMark-TK,deepseek,G1_category,10,adjacent_swap,0.5,4,53,530,0.564151,0.465517,0.522642,0.9375,0.606073
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,3,adjacent_swap,0.0,2,50,500,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,3,adjacent_swap,0.05,2,50,500,0.054,0.054,0.022,0.0975,0.033882
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,3,adjacent_swap,0.1,2,50,500,0.08,0.08,0.042,0.19,0.068354
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,3,adjacent_swap,0.15,2,50,500,0.09,0.09,0.042,0.2775,0.10346
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,3,adjacent_swap,0.2,2,50,500,0.142,0.142,0.098,0.36,0.139251
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,3,adjacent_swap,0.25,2,50,500,0.184,0.184,0.132,0.4375,0.175784
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,3,adjacent_swap,0.3,2,50,500,0.266,0.266,0.178,0.51,0.213125
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,3,adjacent_swap,0.35,2,50,500,0.272,0.272,0.17,0.5775,0.251352
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,3,adjacent_swap,0.4,2,50,500,0.272,0.272,0.172,0.64,0.290557
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,3,adjacent_swap,0.45,2,50,500,0.332,0.332,0.218,0.6975,0.33085
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,3,adjacent_swap,0.5,2,50,500,0.348,0.348,0.24,0.75,0.372364
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,5,adjacent_swap,0.0,3,85,850,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,5,adjacent_swap,0.05,3,85,850,0.068235,0.049524,0.055294,0.142625,0.05039
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,5,adjacent_swap,0.1,3,85,850,0.12,0.108571,0.104706,0.271,0.100758
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,5,adjacent_swap,0.15,3,85,850,0.205882,0.177143,0.176471,0.385875,0.151104
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,5,adjacent_swap,0.2,3,85,850,0.234118,0.20381,0.194118,0.488,0.201427
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,5,adjacent_swap,0.25,3,85,850,0.305882,0.26381,0.24,0.578125,0.251724
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,5,adjacent_swap,0.3,3,85,850,0.325882,0.27619,0.274118,0.657,0.301995
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,5,adjacent_swap,0.35,3,85,850,0.381176,0.322857,0.324706,0.725375,0.352236
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,5,adjacent_swap,0.4,3,85,850,0.424706,0.365714,0.365882,0.784,0.402447
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,5,adjacent_swap,0.45,3,85,850,0.444706,0.375238,0.395294,0.833625,0.452624
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,5,adjacent_swap,0.5,3,85,850,0.502353,0.418095,0.441176,0.875,0.502765
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,10,adjacent_swap,0.0,4,108,1080,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,10,adjacent_swap,0.05,4,108,1080,0.07963,0.056081,0.066667,0.185494,0.066616
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,10,adjacent_swap,0.1,4,108,1080,0.123148,0.091216,0.10463,0.3439,0.132036
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,10,adjacent_swap,0.15,4,108,1080,0.185185,0.147973,0.152778,0.477994,0.196217
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,10,adjacent_swap,0.2,4,108,1080,0.275926,0.202703,0.241667,0.5904,0.259111
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,10,adjacent_swap,0.25,4,108,1080,0.299074,0.232432,0.253704,0.683594,0.320668
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,10,adjacent_swap,0.3,4,108,1080,0.371296,0.282432,0.321296,0.7599,0.380827
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,10,adjacent_swap,0.35,4,108,1080,0.389815,0.308108,0.341667,0.821494,0.439526
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,10,adjacent_swap,0.4,4,108,1080,0.421296,0.326351,0.371296,0.8704,0.49669
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,10,adjacent_swap,0.45,4,108,1080,0.483333,0.367568,0.436111,0.908494,0.552238
toolbench,AsymAgentMark-TK,deepseek,G1_instruction,10,adjacent_swap,0.5,4,108,1080,0.532407,0.412838,0.487963,0.9375,0.606073
toolbench,AsymAgentMark-TK,deepseek,G1_tool,3,adjacent_swap,0.0,2,62,620,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G1_tool,3,adjacent_swap,0.05,2,62,620,0.06129,0.06129,0.035484,0.0975,0.033882
toolbench,AsymAgentMark-TK,deepseek,G1_tool,3,adjacent_swap,0.1,2,62,620,0.119355,0.119355,0.064516,0.19,0.068354
toolbench,AsymAgentMark-TK,deepseek,G1_tool,3,adjacent_swap,0.15,2,62,620,0.109677,0.109677,0.059677,0.2775,0.10346
toolbench,AsymAgentMark-TK,deepseek,G1_tool,3,adjacent_swap,0.2,2,62,620,0.2,0.2,0.130645,0.36,0.139251
toolbench,AsymAgentMark-TK,deepseek,G1_tool,3,adjacent_swap,0.25,2,62,620,0.229032,0.229032,0.141935,0.4375,0.175784
toolbench,AsymAgentMark-TK,deepseek,G1_tool,3,adjacent_swap,0.3,2,62,620,0.291935,0.291935,0.169355,0.51,0.213125
toolbench,AsymAgentMark-TK,deepseek,G1_tool,3,adjacent_swap,0.35,2,62,620,0.303226,0.303226,0.187097,0.5775,0.251352
toolbench,AsymAgentMark-TK,deepseek,G1_tool,3,adjacent_swap,0.4,2,62,620,0.354839,0.354839,0.214516,0.64,0.290557
toolbench,AsymAgentMark-TK,deepseek,G1_tool,3,adjacent_swap,0.45,2,62,620,0.377419,0.377419,0.246774,0.6975,0.33085
toolbench,AsymAgentMark-TK,deepseek,G1_tool,3,adjacent_swap,0.5,2,62,620,0.401613,0.401613,0.274194,0.75,0.372364
toolbench,AsymAgentMark-TK,deepseek,G1_tool,5,adjacent_swap,0.0,3,78,780,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G1_tool,5,adjacent_swap,0.05,3,78,780,0.065385,0.064444,0.04359,0.142625,0.05039
toolbench,AsymAgentMark-TK,deepseek,G1_tool,5,adjacent_swap,0.1,3,78,780,0.132051,0.122222,0.087179,0.271,0.100758
toolbench,AsymAgentMark-TK,deepseek,G1_tool,5,adjacent_swap,0.15,3,78,780,0.230769,0.223333,0.165385,0.385875,0.151104
toolbench,AsymAgentMark-TK,deepseek,G1_tool,5,adjacent_swap,0.2,3,78,780,0.279487,0.268889,0.203846,0.488,0.201427
toolbench,AsymAgentMark-TK,deepseek,G1_tool,5,adjacent_swap,0.25,3,78,780,0.294872,0.278889,0.223077,0.578125,0.251724
toolbench,AsymAgentMark-TK,deepseek,G1_tool,5,adjacent_swap,0.3,3,78,780,0.362821,0.348889,0.279487,0.657,0.301995
toolbench,AsymAgentMark-TK,deepseek,G1_tool,5,adjacent_swap,0.35,3,78,780,0.383333,0.358889,0.294872,0.725375,0.352236
toolbench,AsymAgentMark-TK,deepseek,G1_tool,5,adjacent_swap,0.4,3,78,780,0.470513,0.427778,0.370513,0.784,0.402447
toolbench,AsymAgentMark-TK,deepseek,G1_tool,5,adjacent_swap,0.45,3,78,780,0.491026,0.468889,0.388462,0.833625,0.452624
toolbench,AsymAgentMark-TK,deepseek,G1_tool,5,adjacent_swap,0.5,3,78,780,0.546154,0.512222,0.444872,0.875,0.502765
toolbench,AsymAgentMark-TK,deepseek,G1_tool,10,adjacent_swap,0.0,4,101,1010,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G1_tool,10,adjacent_swap,0.05,4,101,1010,0.078218,0.07218,0.052475,0.185494,0.066616
toolbench,AsymAgentMark-TK,deepseek,G1_tool,10,adjacent_swap,0.1,4,101,1010,0.127723,0.118045,0.094059,0.3439,0.132036
toolbench,AsymAgentMark-TK,deepseek,G1_tool,10,adjacent_swap,0.15,4,101,1010,0.194059,0.17594,0.148515,0.477994,0.196217
toolbench,AsymAgentMark-TK,deepseek,G1_tool,10,adjacent_swap,0.2,4,101,1010,0.237624,0.204511,0.179208,0.5904,0.259111
toolbench,AsymAgentMark-TK,deepseek,G1_tool,10,adjacent_swap,0.25,4,101,1010,0.291089,0.26015,0.229703,0.683594,0.320668
toolbench,AsymAgentMark-TK,deepseek,G1_tool,10,adjacent_swap,0.3,4,101,1010,0.370297,0.330075,0.286139,0.7599,0.380827
toolbench,AsymAgentMark-TK,deepseek,G1_tool,10,adjacent_swap,0.35,4,101,1010,0.423762,0.383459,0.338614,0.821494,0.439526
toolbench,AsymAgentMark-TK,deepseek,G1_tool,10,adjacent_swap,0.4,4,101,1010,0.442574,0.393233,0.344554,0.8704,0.49669
toolbench,AsymAgentMark-TK,deepseek,G1_tool,10,adjacent_swap,0.45,4,101,1010,0.487129,0.42782,0.391089,0.908494,0.552238
toolbench,AsymAgentMark-TK,deepseek,G1_tool,10,adjacent_swap,0.5,4,101,1010,0.526733,0.466917,0.440594,0.9375,0.606073
toolbench,AsymAgentMark-TK,deepseek,G2_category,3,adjacent_swap,0.0,2,35,350,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G2_category,3,adjacent_swap,0.05,2,35,350,0.085714,0.085714,0.057143,0.0975,0.033882
toolbench,AsymAgentMark-TK,deepseek,G2_category,3,adjacent_swap,0.1,2,35,350,0.157143,0.157143,0.097143,0.19,0.068354
toolbench,AsymAgentMark-TK,deepseek,G2_category,3,adjacent_swap,0.15,2,35,350,0.18,0.18,0.122857,0.2775,0.10346
toolbench,AsymAgentMark-TK,deepseek,G2_category,3,adjacent_swap,0.2,2,35,350,0.217143,0.217143,0.151429,0.36,0.139251
toolbench,AsymAgentMark-TK,deepseek,G2_category,3,adjacent_swap,0.25,2,35,350,0.285714,0.285714,0.185714,0.4375,0.175784
toolbench,AsymAgentMark-TK,deepseek,G2_category,3,adjacent_swap,0.3,2,35,350,0.354286,0.354286,0.26,0.51,0.213125
toolbench,AsymAgentMark-TK,deepseek,G2_category,3,adjacent_swap,0.35,2,35,350,0.382857,0.382857,0.282857,0.5775,0.251352
toolbench,AsymAgentMark-TK,deepseek,G2_category,3,adjacent_swap,0.4,2,35,350,0.465714,0.465714,0.308571,0.64,0.290557
toolbench,AsymAgentMark-TK,deepseek,G2_category,3,adjacent_swap,0.45,2,35,350,0.52,0.52,0.354286,0.6975,0.33085
toolbench,AsymAgentMark-TK,deepseek,G2_category,3,adjacent_swap,0.5,2,35,350,0.508571,0.508571,0.4,0.75,0.372364
toolbench,AsymAgentMark-TK,deepseek,G2_category,5,adjacent_swap,0.0,3,62,620,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G2_category,5,adjacent_swap,0.05,3,62,620,0.059677,0.056757,0.053226,0.142625,0.05039
toolbench,AsymAgentMark-TK,deepseek,G2_category,5,adjacent_swap,0.1,3,62,620,0.166129,0.152703,0.135484,0.271,0.100758
toolbench,AsymAgentMark-TK,deepseek,G2_category,5,adjacent_swap,0.15,3,62,620,0.220968,0.197297,0.177419,0.385875,0.151104
toolbench,AsymAgentMark-TK,deepseek,G2_category,5,adjacent_swap,0.2,3,62,620,0.280645,0.263514,0.232258,0.488,0.201427
toolbench,AsymAgentMark-TK,deepseek,G2_category,5,adjacent_swap,0.25,3,62,620,0.306452,0.274324,0.246774,0.578125,0.251724
toolbench,AsymAgentMark-TK,deepseek,G2_category,5,adjacent_swap,0.3,3,62,620,0.382258,0.337838,0.319355,0.657,0.301995
toolbench,AsymAgentMark-TK,deepseek,G2_category,5,adjacent_swap,0.35,3,62,620,0.409677,0.378378,0.348387,0.725375,0.352236
toolbench,AsymAgentMark-TK,deepseek,G2_category,5,adjacent_swap,0.4,3,62,620,0.491935,0.447297,0.427419,0.784,0.402447
toolbench,AsymAgentMark-TK,deepseek,G2_category,5,adjacent_swap,0.45,3,62,620,0.482258,0.452703,0.432258,0.833625,0.452624
toolbench,AsymAgentMark-TK,deepseek,G2_category,5,adjacent_swap,0.5,3,62,620,0.566129,0.509459,0.480645,0.875,0.502765
toolbench,AsymAgentMark-TK,deepseek,G2_category,10,adjacent_swap,0.0,4,94,940,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G2_category,10,adjacent_swap,0.05,4,94,940,0.075532,0.052083,0.062766,0.185494,0.066616
toolbench,AsymAgentMark-TK,deepseek,G2_category,10,adjacent_swap,0.1,4,94,940,0.161702,0.118056,0.128723,0.3439,0.132036
toolbench,AsymAgentMark-TK,deepseek,G2_category,10,adjacent_swap,0.15,4,94,940,0.210638,0.161806,0.178723,0.477994,0.196217
toolbench,AsymAgentMark-TK,deepseek,G2_category,10,adjacent_swap,0.2,4,94,940,0.245745,0.177083,0.215957,0.5904,0.259111
toolbench,AsymAgentMark-TK,deepseek,G2_category,10,adjacent_swap,0.25,4,94,940,0.319149,0.252778,0.284043,0.683594,0.320668
toolbench,AsymAgentMark-TK,deepseek,G2_category,10,adjacent_swap,0.3,4,94,940,0.359574,0.280556,0.31383,0.7599,0.380827
toolbench,AsymAgentMark-TK,deepseek,G2_category,10,adjacent_swap,0.35,4,94,940,0.438298,0.338889,0.376596,0.821494,0.439526
toolbench,AsymAgentMark-TK,deepseek,G2_category,10,adjacent_swap,0.4,4,94,940,0.462766,0.354167,0.408511,0.8704,0.49669
toolbench,AsymAgentMark-TK,deepseek,G2_category,10,adjacent_swap,0.45,4,94,940,0.53617,0.424306,0.465957,0.908494,0.552238
toolbench,AsymAgentMark-TK,deepseek,G2_category,10,adjacent_swap,0.5,4,94,940,0.567021,0.426389,0.496809,0.9375,0.606073
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,3,adjacent_swap,0.0,2,25,250,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,3,adjacent_swap,0.05,2,25,250,0.068,0.068,0.028,0.0975,0.033882
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,3,adjacent_swap,0.1,2,25,250,0.084,0.084,0.032,0.19,0.068354
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,3,adjacent_swap,0.15,2,25,250,0.136,0.136,0.064,0.2775,0.10346
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,3,adjacent_swap,0.2,2,25,250,0.22,0.22,0.108,0.36,0.139251
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,3,adjacent_swap,0.25,2,25,250,0.232,0.232,0.124,0.4375,0.175784
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,3,adjacent_swap,0.3,2,25,250,0.256,0.256,0.132,0.51,0.213125
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,3,adjacent_swap,0.35,2,25,250,0.328,0.328,0.176,0.5775,0.251352
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,3,adjacent_swap,0.4,2,25,250,0.396,0.396,0.228,0.64,0.290557
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,3,adjacent_swap,0.45,2,25,250,0.372,0.372,0.216,0.6975,0.33085
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,3,adjacent_swap,0.5,2,25,250,0.368,0.368,0.22,0.75,0.372364
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,5,adjacent_swap,0.0,3,42,420,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,5,adjacent_swap,0.05,3,42,420,0.097619,0.09,0.083333,0.142625,0.05039
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,5,adjacent_swap,0.1,3,42,420,0.133333,0.128,0.1,0.271,0.100758
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,5,adjacent_swap,0.15,3,42,420,0.178571,0.174,0.142857,0.385875,0.151104
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,5,adjacent_swap,0.2,3,42,420,0.283333,0.258,0.211905,0.488,0.201427
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,5,adjacent_swap,0.25,3,42,420,0.342857,0.298,0.27619,0.578125,0.251724
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,5,adjacent_swap,0.3,3,42,420,0.338095,0.31,0.285714,0.657,0.301995
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,5,adjacent_swap,0.35,3,42,420,0.42381,0.38,0.338095,0.725375,0.352236
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,5,adjacent_swap,0.4,3,42,420,0.416667,0.38,0.345238,0.784,0.402447
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,5,adjacent_swap,0.45,3,42,420,0.469048,0.432,0.361905,0.833625,0.452624
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,5,adjacent_swap,0.5,3,42,420,0.559524,0.494,0.464286,0.875,0.502765
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,10,adjacent_swap,0.0,4,61,610,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,10,adjacent_swap,0.05,4,61,610,0.068852,0.053333,0.055738,0.185494,0.066616
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,10,adjacent_swap,0.1,4,61,610,0.121311,0.098889,0.104918,0.3439,0.132036
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,10,adjacent_swap,0.15,4,61,610,0.203279,0.157778,0.160656,0.477994,0.196217
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,10,adjacent_swap,0.2,4,61,610,0.244262,0.176667,0.201639,0.5904,0.259111
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,10,adjacent_swap,0.25,4,61,610,0.321311,0.235556,0.259016,0.683594,0.320668
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,10,adjacent_swap,0.3,4,61,610,0.37541,0.288889,0.306557,0.7599,0.380827
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,10,adjacent_swap,0.35,4,61,610,0.386885,0.287778,0.311475,0.821494,0.439526
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,10,adjacent_swap,0.4,4,61,610,0.454098,0.334444,0.388525,0.8704,0.49669
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,10,adjacent_swap,0.45,4,61,610,0.477049,0.348889,0.418033,0.908494,0.552238
toolbench,AsymAgentMark-TK,deepseek,G2_instruction,10,adjacent_swap,0.5,4,61,610,0.521311,0.378889,0.452459,0.9375,0.606073
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,3,adjacent_swap,0.0,2,42,420,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,3,adjacent_swap,0.05,2,42,420,0.030952,0.030952,0.02381,0.0975,0.033882
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,3,adjacent_swap,0.1,2,42,420,0.078571,0.078571,0.059524,0.19,0.068354
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,3,adjacent_swap,0.15,2,42,420,0.102381,0.102381,0.071429,0.2775,0.10346
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,3,adjacent_swap,0.2,2,42,420,0.12381,0.12381,0.088095,0.36,0.139251
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,3,adjacent_swap,0.25,2,42,420,0.161905,0.161905,0.111905,0.4375,0.175784
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,3,adjacent_swap,0.3,2,42,420,0.188095,0.188095,0.130952,0.51,0.213125
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,3,adjacent_swap,0.35,2,42,420,0.22381,0.22381,0.164286,0.5775,0.251352
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,3,adjacent_swap,0.4,2,42,420,0.221429,0.221429,0.171429,0.64,0.290557
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,3,adjacent_swap,0.45,2,42,420,0.254762,0.254762,0.209524,0.6975,0.33085
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,3,adjacent_swap,0.5,2,42,420,0.278571,0.278571,0.228571,0.75,0.372364
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,5,adjacent_swap,0.0,3,75,750,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,5,adjacent_swap,0.05,3,75,750,0.058667,0.041573,0.052,0.142625,0.05039
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,5,adjacent_swap,0.1,3,75,750,0.125333,0.083146,0.117333,0.271,0.100758
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,5,adjacent_swap,0.15,3,75,750,0.156,0.114607,0.144,0.385875,0.151104
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,5,adjacent_swap,0.2,3,75,750,0.224,0.168539,0.206667,0.488,0.201427
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,5,adjacent_swap,0.25,3,75,750,0.257333,0.178652,0.228,0.578125,0.251724
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,5,adjacent_swap,0.3,3,75,750,0.34,0.248315,0.309333,0.657,0.301995
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,5,adjacent_swap,0.35,3,75,750,0.325333,0.255056,0.3,0.725375,0.352236
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,5,adjacent_swap,0.4,3,75,750,0.396,0.307865,0.368,0.784,0.402447
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,5,adjacent_swap,0.45,3,75,750,0.441333,0.311236,0.406667,0.833625,0.452624
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,5,adjacent_swap,0.5,3,75,750,0.508,0.374157,0.472,0.875,0.502765
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,10,adjacent_swap,0.0,4,82,820,0.0,0.0,0.0,0.0,0.0
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,10,adjacent_swap,0.05,4,82,820,0.059756,0.04,0.054878,0.185494,0.066616
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,10,adjacent_swap,0.1,4,82,820,0.107317,0.08,0.097561,0.3439,0.132036
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,10,adjacent_swap,0.15,4,82,820,0.209756,0.129,0.192683,0.477994,0.196217
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,10,adjacent_swap,0.2,4,82,820,0.220732,0.156,0.20122,0.5904,0.259111
toolbench,AsymAgentMark-TK,deepseek,G3_instruction,10,adjacent_swap,0.25,4,82,820,0.27561,0.175,0.257317,0.683594,0.320668
