dataset,method,model,split,channel,payload_len,trajectories,decoded_len_mean,decoded_len_std,bit_match_rate_mean,bit_match_rate_std,payload_recovery_rate,c_nom_proxy_bits,c_eff_proxy_bits,runs
alfworld,rank,gemini-flash,OOD,L1_top10_rank,64,402,16.995,13.6712,0.732947,0.201531,0.0,16.995,0.0,3
alfworld,rank,gemini-flash,OOD,L2_top8_rank,8,402,16.995,13.6712,0.689191,0.199902,0.057214,16.995,0.972352,3
alfworld,rank,gemini-flash,OOD,L2_top8_rank,16,402,16.995,13.6712,0.689191,0.199902,0.002488,16.995,0.042284,3
alfworld,rank,gemini-flash,OOD,L2_top8_rank,32,402,16.995,13.6712,0.689191,0.199902,0.0,16.995,0.0,3
alfworld,rank,gemini-flash,OOD,L2_top8_rank,64,402,16.995,13.6712,0.689191,0.199902,0.0,16.995,0.0,3
alfworld,rank,gemini-flash,OOD,L3_top6_rank,8,402,15.2886,11.9815,0.663699,0.214047,0.022388,15.2886,0.342281,3
alfworld,rank,gemini-flash,OOD,L3_top6_rank,16,402,15.2886,11.9815,0.663699,0.214047,0.002488,15.2886,0.038038,3
alfworld,rank,gemini-flash,OOD,L3_top6_rank,32,402,15.2886,11.9815,0.663699,0.214047,0.0,15.2886,0.0,3
alfworld,rank,gemini-flash,OOD,L3_top6_rank,64,402,15.2886,11.9815,0.663699,0.214047,0.0,15.2886,0.0,3
alfworld,rank,gemini-flash,OOD,L4_top4_rank,8,402,15.2886,11.9815,0.625973,0.215205,0.00995,15.2886,0.152122,3
alfworld,rank,gemini-flash,OOD,L4_top4_rank,16,402,15.2886,11.9815,0.625973,0.215205,0.0,15.2886,0.0,3
alfworld,rank,gemini-flash,OOD,L4_top4_rank,32,402,15.2886,11.9815,0.625973,0.215205,0.0,15.2886,0.0,3
alfworld,rank,gemini-flash,OOD,L4_top4_rank,64,402,15.2886,11.9815,0.625973,0.215205,0.0,15.2886,0.0,3
alfworld,rank,gemini-flash,OOD,L5_top2_rank,8,402,9.8259,7.384,0.591268,0.242393,0.004975,9.8259,0.048884,3
alfworld,rank,gemini-flash,OOD,L5_top2_rank,16,402,9.8259,7.384,0.591268,0.242393,0.0,9.8259,0.0,3
alfworld,rank,gemini-flash,OOD,L5_top2_rank,32,402,9.8259,7.384,0.591268,0.242393,0.0,9.8259,0.0,3
alfworld,rank,gemini-flash,OOD,L5_top2_rank,64,402,9.8259,7.384,0.591268,0.242393,0.0,9.8259,0.0,3
alfworld,rank,gemini-flash,OOD,L6_selected_only,8,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
alfworld,rank,gemini-flash,OOD,L6_selected_only,16,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
alfworld,rank,gemini-flash,OOD,L6_selected_only,32,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
alfworld,rank,gemini-flash,OOD,L6_selected_only,64,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_category,L0_exact_probs,8,60,1.0667,2.7732,0.216667,0.41545,0.033333,1.0667,0.035556,3
toolbench,agentmark,deepseek,G1_category,L0_exact_probs,16,60,1.0667,2.7732,0.216667,0.41545,0.0,1.0667,0.0,3
toolbench,agentmark,deepseek,G1_category,L0_exact_probs,32,60,1.0667,2.7732,0.216667,0.41545,0.0,1.0667,0.0,3
toolbench,agentmark,deepseek,G1_category,L0_exact_probs,64,60,1.0667,2.7732,0.216667,0.41545,0.0,1.0667,0.0,3
toolbench,agentmark,deepseek,G1_category,L1_top10_rank,8,60,1.0667,2.7732,0.098651,0.228319,0.0,1.0667,0.0,3
toolbench,agentmark,deepseek,G1_category,L1_top10_rank,16,60,1.0667,2.7732,0.098651,0.228319,0.0,1.0667,0.0,3
toolbench,agentmark,deepseek,G1_category,L1_top10_rank,32,60,1.0667,2.7732,0.098651,0.228319,0.0,1.0667,0.0,3
toolbench,agentmark,deepseek,G1_category,L1_top10_rank,64,60,1.0667,2.7732,0.098651,0.228319,0.0,1.0667,0.0,3
toolbench,agentmark,deepseek,G1_category,L2_top8_rank,8,60,1.0667,2.7732,0.114683,0.261891,0.0,1.0667,0.0,3
toolbench,agentmark,deepseek,G1_category,L2_top8_rank,16,60,1.0667,2.7732,0.114683,0.261891,0.0,1.0667,0.0,3
toolbench,agentmark,deepseek,G1_category,L2_top8_rank,32,60,1.0667,2.7732,0.114683,0.261891,0.0,1.0667,0.0,3
toolbench,agentmark,deepseek,G1_category,L2_top8_rank,64,60,1.0667,2.7732,0.114683,0.261891,0.0,1.0667,0.0,3
toolbench,agentmark,deepseek,G1_category,L3_top6_rank,8,60,0.9,2.1368,0.098889,0.230448,0.0,0.9,0.0,3
toolbench,agentmark,deepseek,G1_category,L3_top6_rank,16,60,0.9,2.1368,0.098889,0.230448,0.0,0.9,0.0,3
toolbench,agentmark,deepseek,G1_category,L3_top6_rank,32,60,0.9,2.1368,0.098889,0.230448,0.0,0.9,0.0,3
toolbench,agentmark,deepseek,G1_category,L3_top6_rank,64,60,0.9,2.1368,0.098889,0.230448,0.0,0.9,0.0,3
toolbench,agentmark,deepseek,G1_category,L4_top4_rank,8,60,0.9,2.1368,0.085,0.206798,0.0,0.9,0.0,3
toolbench,agentmark,deepseek,G1_category,L4_top4_rank,16,60,0.9,2.1368,0.085,0.206798,0.0,0.9,0.0,3
toolbench,agentmark,deepseek,G1_category,L4_top4_rank,32,60,0.9,2.1368,0.085,0.206798,0.0,0.9,0.0,3
toolbench,agentmark,deepseek,G1_category,L4_top4_rank,64,60,0.9,2.1368,0.085,0.206798,0.0,0.9,0.0,3
toolbench,agentmark,deepseek,G1_category,L5_top2_rank,8,60,0.5333,1.1712,0.141111,0.309447,0.0,0.5333,0.0,3
toolbench,agentmark,deepseek,G1_category,L5_top2_rank,16,60,0.5333,1.1712,0.141111,0.309447,0.0,0.5333,0.0,3
toolbench,agentmark,deepseek,G1_category,L5_top2_rank,32,60,0.5333,1.1712,0.141111,0.309447,0.0,0.5333,0.0,3
toolbench,agentmark,deepseek,G1_category,L5_top2_rank,64,60,0.5333,1.1712,0.141111,0.309447,0.0,0.5333,0.0,3
toolbench,agentmark,deepseek,G1_category,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_category,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_category,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_category,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L0_exact_probs,8,60,3.0833,3.7969,0.6375,0.475587,0.116667,3.0833,0.359719,3
toolbench,agentmark,deepseek,G1_instruction,L0_exact_probs,16,60,3.0833,3.7969,0.6375,0.475587,0.0,3.0833,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L0_exact_probs,32,60,3.0833,3.7969,0.6375,0.475587,0.0,3.0833,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L0_exact_probs,64,60,3.0833,3.7969,0.6375,0.475587,0.0,3.0833,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L1_top10_rank,8,60,3.0833,3.7969,0.367125,0.359651,0.0,3.0833,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L1_top10_rank,16,60,3.0833,3.7969,0.367125,0.359651,0.0,3.0833,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L1_top10_rank,32,60,3.0833,3.7969,0.367125,0.359651,0.0,3.0833,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L1_top10_rank,64,60,3.0833,3.7969,0.367125,0.359651,0.0,3.0833,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L2_top8_rank,8,60,3.0833,3.7969,0.297906,0.374626,0.0,3.0833,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L2_top8_rank,16,60,3.0833,3.7969,0.297906,0.374626,0.0,3.0833,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L2_top8_rank,32,60,3.0833,3.7969,0.297906,0.374626,0.0,3.0833,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L2_top8_rank,64,60,3.0833,3.7969,0.297906,0.374626,0.0,3.0833,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L3_top6_rank,8,60,2.7333,3.3338,0.36339,0.371928,0.0,2.7333,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L3_top6_rank,16,60,2.7333,3.3338,0.36339,0.371928,0.0,2.7333,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L3_top6_rank,32,60,2.7333,3.3338,0.36339,0.371928,0.0,2.7333,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L3_top6_rank,64,60,2.7333,3.3338,0.36339,0.371928,0.0,2.7333,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L4_top4_rank,8,60,2.7333,3.3338,0.321586,0.359711,0.0,2.7333,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L4_top4_rank,16,60,2.7333,3.3338,0.321586,0.359711,0.0,2.7333,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L4_top4_rank,32,60,2.7333,3.3338,0.321586,0.359711,0.0,2.7333,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L4_top4_rank,64,60,2.7333,3.3338,0.321586,0.359711,0.0,2.7333,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L5_top2_rank,8,60,1.6167,1.7476,0.362302,0.406774,0.0,1.6167,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L5_top2_rank,16,60,1.6167,1.7476,0.362302,0.406774,0.0,1.6167,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L5_top2_rank,32,60,1.6167,1.7476,0.362302,0.406774,0.0,1.6167,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L5_top2_rank,64,60,1.6167,1.7476,0.362302,0.406774,0.0,1.6167,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_instruction,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_tool,L0_exact_probs,8,60,1.3333,1.434,0.6,0.494032,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L0_exact_probs,16,60,1.3333,1.434,0.6,0.494032,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L0_exact_probs,32,60,1.3333,1.434,0.6,0.494032,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L0_exact_probs,64,60,1.3333,1.434,0.6,0.494032,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L1_top10_rank,8,60,1.3333,1.434,0.324921,0.403804,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L1_top10_rank,16,60,1.3333,1.434,0.324921,0.403804,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L1_top10_rank,32,60,1.3333,1.434,0.324921,0.403804,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L1_top10_rank,64,60,1.3333,1.434,0.324921,0.403804,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L2_top8_rank,8,60,1.3333,1.434,0.25881,0.33184,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L2_top8_rank,16,60,1.3333,1.434,0.25881,0.33184,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L2_top8_rank,32,60,1.3333,1.434,0.25881,0.33184,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L2_top8_rank,64,60,1.3333,1.434,0.25881,0.33184,0.0,1.3333,0.0,3
toolbench,agentmark,deepseek,G1_tool,L3_top6_rank,8,60,1.25,1.3608,0.28246,0.397019,0.0,1.25,0.0,3
toolbench,agentmark,deepseek,G1_tool,L3_top6_rank,16,60,1.25,1.3608,0.28246,0.397019,0.0,1.25,0.0,3
toolbench,agentmark,deepseek,G1_tool,L3_top6_rank,32,60,1.25,1.3608,0.28246,0.397019,0.0,1.25,0.0,3
toolbench,agentmark,deepseek,G1_tool,L3_top6_rank,64,60,1.25,1.3608,0.28246,0.397019,0.0,1.25,0.0,3
toolbench,agentmark,deepseek,G1_tool,L4_top4_rank,8,60,1.25,1.3608,0.285635,0.364559,0.0,1.25,0.0,3
toolbench,agentmark,deepseek,G1_tool,L4_top4_rank,16,60,1.25,1.3608,0.285635,0.364559,0.0,1.25,0.0,3
toolbench,agentmark,deepseek,G1_tool,L4_top4_rank,32,60,1.25,1.3608,0.285635,0.364559,0.0,1.25,0.0,3
toolbench,agentmark,deepseek,G1_tool,L4_top4_rank,64,60,1.25,1.3608,0.285635,0.364559,0.0,1.25,0.0,3
toolbench,agentmark,deepseek,G1_tool,L5_top2_rank,8,60,0.75,0.7946,0.255556,0.425712,0.0,0.75,0.0,3
toolbench,agentmark,deepseek,G1_tool,L5_top2_rank,16,60,0.75,0.7946,0.255556,0.425712,0.0,0.75,0.0,3
toolbench,agentmark,deepseek,G1_tool,L5_top2_rank,32,60,0.75,0.7946,0.255556,0.425712,0.0,0.75,0.0,3
toolbench,agentmark,deepseek,G1_tool,L5_top2_rank,64,60,0.75,0.7946,0.255556,0.425712,0.0,0.75,0.0,3
toolbench,agentmark,deepseek,G1_tool,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_tool,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_tool,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G1_tool,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,8,60,3.5,4.5305,0.778472,0.413583,0.15,3.5,0.525,3
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,16,60,3.5,4.5305,0.778472,0.413583,0.0,3.5,0.0,3
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,32,60,3.5,4.5305,0.778472,0.413583,0.0,3.5,0.0,3
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,64,60,3.5,4.5305,0.778472,0.413583,0.0,3.5,0.0,3
toolbench,agentmark,deepseek,G2_category,L1_top10_rank,8,60,3.5,4.5305,0.379268,0.385991,0.0,3.5,0.0,3
toolbench,agentmark,deepseek,G2_category,L1_top10_rank,16,60,3.5,4.5305,0.379268,0.385991,0.0,3.5,0.0,3
toolbench,agentmark,deepseek,G2_category,L1_top10_rank,32,60,3.5,4.5305,0.379268,0.385991,0.0,3.5,0.0,3
toolbench,agentmark,deepseek,G2_category,L1_top10_rank,64,60,3.5,4.5305,0.379268,0.385991,0.0,3.5,0.0,3
toolbench,agentmark,deepseek,G2_category,L2_top8_rank,8,60,3.5,4.5305,0.423796,0.388134,0.0,3.5,0.0,3
toolbench,agentmark,deepseek,G2_category,L2_top8_rank,16,60,3.5,4.5305,0.423796,0.388134,0.0,3.5,0.0,3
toolbench,agentmark,deepseek,G2_category,L2_top8_rank,32,60,3.5,4.5305,0.423796,0.388134,0.0,3.5,0.0,3
toolbench,agentmark,deepseek,G2_category,L2_top8_rank,64,60,3.5,4.5305,0.423796,0.388134,0.0,3.5,0.0,3
toolbench,agentmark,deepseek,G2_category,L3_top6_rank,8,60,2.85,3.2978,0.328617,0.363897,0.0,2.85,0.0,3
toolbench,agentmark,deepseek,G2_category,L3_top6_rank,16,60,2.85,3.2978,0.328617,0.363897,0.0,2.85,0.0,3
toolbench,agentmark,deepseek,G2_category,L3_top6_rank,32,60,2.85,3.2978,0.328617,0.363897,0.0,2.85,0.0,3
toolbench,agentmark,deepseek,G2_category,L3_top6_rank,64,60,2.85,3.2978,0.328617,0.363897,0.0,2.85,0.0,3
toolbench,agentmark,deepseek,G2_category,L4_top4_rank,8,60,2.85,3.2978,0.395574,0.373815,0.0,2.85,0.0,3
toolbench,agentmark,deepseek,G2_category,L4_top4_rank,16,60,2.85,3.2978,0.395574,0.373815,0.0,2.85,0.0,3
toolbench,agentmark,deepseek,G2_category,L4_top4_rank,32,60,2.85,3.2978,0.395574,0.373815,0.0,2.85,0.0,3
toolbench,agentmark,deepseek,G2_category,L4_top4_rank,64,60,2.85,3.2978,0.395574,0.373815,0.0,2.85,0.0,3
toolbench,agentmark,deepseek,G2_category,L5_top2_rank,8,60,1.5667,1.6505,0.431111,0.426836,0.0,1.5667,0.0,3
toolbench,agentmark,deepseek,G2_category,L5_top2_rank,16,60,1.5667,1.6505,0.431111,0.426836,0.0,1.5667,0.0,3
toolbench,agentmark,deepseek,G2_category,L5_top2_rank,32,60,1.5667,1.6505,0.431111,0.426836,0.0,1.5667,0.0,3
toolbench,agentmark,deepseek,G2_category,L5_top2_rank,64,60,1.5667,1.6505,0.431111,0.426836,0.0,1.5667,0.0,3
toolbench,agentmark,deepseek,G2_category,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G2_category,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G2_category,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G2_category,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,8,60,2.8,4.2777,0.431481,0.497784,0.1,2.8,0.28,3
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,16,60,2.8,4.2777,0.431481,0.497784,0.016667,2.8,0.046668,3
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,32,60,2.8,4.2777,0.431481,0.497784,0.0,2.8,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,64,60,2.8,4.2777,0.431481,0.497784,0.0,2.8,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L1_top10_rank,8,60,2.8,4.2777,0.221217,0.314675,0.0,2.8,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L1_top10_rank,16,60,2.8,4.2777,0.221217,0.314675,0.0,2.8,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L1_top10_rank,32,60,2.8,4.2777,0.221217,0.314675,0.0,2.8,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L1_top10_rank,64,60,2.8,4.2777,0.221217,0.314675,0.0,2.8,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L2_top8_rank,8,60,2.8,4.2777,0.23631,0.323472,0.0,2.8,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L2_top8_rank,16,60,2.8,4.2777,0.23631,0.323472,0.0,2.8,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L2_top8_rank,32,60,2.8,4.2777,0.23631,0.323472,0.0,2.8,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L2_top8_rank,64,60,2.8,4.2777,0.23631,0.323472,0.0,2.8,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L3_top6_rank,8,60,2.4667,3.8903,0.218525,0.313125,0.0,2.4667,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L3_top6_rank,16,60,2.4667,3.8903,0.218525,0.313125,0.0,2.4667,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L3_top6_rank,32,60,2.4667,3.8903,0.218525,0.313125,0.0,2.4667,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L3_top6_rank,64,60,2.4667,3.8903,0.218525,0.313125,0.0,2.4667,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L4_top4_rank,8,60,2.4667,3.8903,0.242996,0.347013,0.0,2.4667,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L4_top4_rank,16,60,2.4667,3.8903,0.242996,0.347013,0.0,2.4667,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L4_top4_rank,32,60,2.4667,3.8903,0.242996,0.347013,0.0,2.4667,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L4_top4_rank,64,60,2.4667,3.8903,0.242996,0.347013,0.0,2.4667,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L5_top2_rank,8,60,1.4,2.0519,0.266389,0.371229,0.0,1.4,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L5_top2_rank,16,60,1.4,2.0519,0.266389,0.371229,0.0,1.4,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L5_top2_rank,32,60,1.4,2.0519,0.266389,0.371229,0.0,1.4,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L5_top2_rank,64,60,1.4,2.0519,0.266389,0.371229,0.0,1.4,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G2_instruction,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,8,60,3.05,5.0938,0.383333,0.490301,0.183333,3.05,0.559166,3
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,16,60,3.05,5.0938,0.383333,0.490301,0.05,3.05,0.1525,3
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,32,60,3.05,5.0938,0.383333,0.490301,0.0,3.05,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,64,60,3.05,5.0938,0.383333,0.490301,0.0,3.05,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L1_top10_rank,8,60,3.05,5.0938,0.177673,0.265146,0.0,3.05,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L1_top10_rank,16,60,3.05,5.0938,0.177673,0.265146,0.0,3.05,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L1_top10_rank,32,60,3.05,5.0938,0.177673,0.265146,0.0,3.05,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L1_top10_rank,64,60,3.05,5.0938,0.177673,0.265146,0.0,3.05,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L2_top8_rank,8,60,3.05,5.0938,0.18176,0.264471,0.0,3.05,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L2_top8_rank,16,60,3.05,5.0938,0.18176,0.264471,0.0,3.05,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L2_top8_rank,32,60,3.05,5.0938,0.18176,0.264471,0.0,3.05,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L2_top8_rank,64,60,3.05,5.0938,0.18176,0.264471,0.0,3.05,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L3_top6_rank,8,60,2.95,4.9726,0.173393,0.267592,0.0,2.95,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L3_top6_rank,16,60,2.95,4.9726,0.173393,0.267592,0.0,2.95,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L3_top6_rank,32,60,2.95,4.9726,0.173393,0.267592,0.0,2.95,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L3_top6_rank,64,60,2.95,4.9726,0.173393,0.267592,0.0,2.95,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L4_top4_rank,8,60,2.95,4.9726,0.226733,0.327428,0.0,2.95,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L4_top4_rank,16,60,2.95,4.9726,0.226733,0.327428,0.0,2.95,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L4_top4_rank,32,60,2.95,4.9726,0.226733,0.327428,0.0,2.95,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L4_top4_rank,64,60,2.95,4.9726,0.226733,0.327428,0.0,2.95,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L5_top2_rank,8,60,1.5167,2.5278,0.226667,0.350669,0.0,1.5167,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L5_top2_rank,16,60,1.5167,2.5278,0.226667,0.350669,0.0,1.5167,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L5_top2_rank,32,60,1.5167,2.5278,0.226667,0.350669,0.0,1.5167,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L5_top2_rank,64,60,1.5167,2.5278,0.226667,0.350669,0.0,1.5167,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,deepseek,G3_instruction,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,8,60,1.7167,3.6271,0.359306,0.4775,0.016667,1.7167,0.028612,3
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,16,60,1.7167,3.6271,0.359306,0.4775,0.0,1.7167,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,32,60,1.7167,3.6271,0.359306,0.4775,0.0,1.7167,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,64,60,1.7167,3.6271,0.359306,0.4775,0.0,1.7167,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L1_top10_rank,8,60,1.7167,3.6271,0.171667,0.297977,0.0,1.7167,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L1_top10_rank,16,60,1.7167,3.6271,0.171667,0.297977,0.0,1.7167,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L1_top10_rank,32,60,1.7167,3.6271,0.171667,0.297977,0.0,1.7167,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L1_top10_rank,64,60,1.7167,3.6271,0.171667,0.297977,0.0,1.7167,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L2_top8_rank,8,60,1.7167,3.6271,0.191806,0.311402,0.0,1.7167,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L2_top8_rank,16,60,1.7167,3.6271,0.191806,0.311402,0.0,1.7167,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L2_top8_rank,32,60,1.7167,3.6271,0.191806,0.311402,0.0,1.7167,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L2_top8_rank,64,60,1.7167,3.6271,0.191806,0.311402,0.0,1.7167,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L3_top6_rank,8,60,1.4667,2.74,0.198472,0.318081,0.0,1.4667,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L3_top6_rank,16,60,1.4667,2.74,0.198472,0.318081,0.0,1.4667,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L3_top6_rank,32,60,1.4667,2.74,0.198472,0.318081,0.0,1.4667,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L3_top6_rank,64,60,1.4667,2.74,0.198472,0.318081,0.0,1.4667,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L4_top4_rank,8,60,1.4667,2.74,0.158333,0.268014,0.0,1.4667,0.0,3
