dataset,method,model,split,channel,payload_len,trajectories,decoded_len_mean,decoded_len_std,bit_match_rate_mean,bit_match_rate_std,payload_recovery_rate,c_nom_proxy_bits,c_eff_proxy_bits,runs
toolbench,agentmark,gemini-flash,G1_category,L4_top4_rank,16,60,1.4667,2.74,0.158333,0.268014,0.0,1.4667,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L4_top4_rank,32,60,1.4667,2.74,0.158333,0.268014,0.0,1.4667,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L4_top4_rank,64,60,1.4667,2.74,0.158333,0.268014,0.0,1.4667,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L5_top2_rank,8,60,0.8333,1.4281,0.175694,0.327194,0.0,0.8333,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L5_top2_rank,16,60,0.8333,1.4281,0.175694,0.327194,0.0,0.8333,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L5_top2_rank,32,60,0.8333,1.4281,0.175694,0.327194,0.0,0.8333,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L5_top2_rank,64,60,0.8333,1.4281,0.175694,0.327194,0.0,0.8333,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_category,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,8,60,2.65,4.012,0.733333,0.445948,0.083333,2.65,0.220832,3
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,16,60,2.65,4.012,0.733333,0.445948,0.05,2.65,0.1325,3
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,32,60,2.65,4.012,0.733333,0.445948,0.0,2.65,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,64,60,2.65,4.012,0.733333,0.445948,0.0,2.65,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L1_top10_rank,8,60,2.65,4.012,0.340878,0.375765,0.0,2.65,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L1_top10_rank,16,60,2.65,4.012,0.340878,0.375765,0.0,2.65,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L1_top10_rank,32,60,2.65,4.012,0.340878,0.375765,0.0,2.65,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L1_top10_rank,64,60,2.65,4.012,0.340878,0.375765,0.0,2.65,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L2_top8_rank,8,60,2.65,4.012,0.392456,0.394944,0.0,2.65,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L2_top8_rank,16,60,2.65,4.012,0.392456,0.394944,0.0,2.65,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L2_top8_rank,32,60,2.65,4.012,0.392456,0.394944,0.0,2.65,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L2_top8_rank,64,60,2.65,4.012,0.392456,0.394944,0.0,2.65,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L3_top6_rank,8,60,2.4333,3.6655,0.327474,0.362523,0.0,2.4333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L3_top6_rank,16,60,2.4333,3.6655,0.327474,0.362523,0.0,2.4333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L3_top6_rank,32,60,2.4333,3.6655,0.327474,0.362523,0.0,2.4333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L3_top6_rank,64,60,2.4333,3.6655,0.327474,0.362523,0.0,2.4333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L4_top4_rank,8,60,2.4333,3.6655,0.439912,0.409902,0.0,2.4333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L4_top4_rank,16,60,2.4333,3.6655,0.439912,0.409902,0.0,2.4333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L4_top4_rank,32,60,2.4333,3.6655,0.439912,0.409902,0.0,2.4333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L4_top4_rank,64,60,2.4333,3.6655,0.439912,0.409902,0.0,2.4333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L5_top2_rank,8,60,1.5333,2.0208,0.369312,0.434624,0.0,1.5333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L5_top2_rank,16,60,1.5333,2.0208,0.369312,0.434624,0.0,1.5333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L5_top2_rank,32,60,1.5333,2.0208,0.369312,0.434624,0.0,1.5333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L5_top2_rank,64,60,1.5333,2.0208,0.369312,0.434624,0.0,1.5333,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_instruction,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,8,60,3.0333,3.4047,0.812434,0.388868,0.083333,3.0333,0.252774,3
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,16,60,3.0333,3.4047,0.812434,0.388868,0.0,3.0333,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,32,60,3.0333,3.4047,0.812434,0.388868,0.0,3.0333,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,64,60,3.0333,3.4047,0.812434,0.388868,0.0,3.0333,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L1_top10_rank,8,60,3.0333,3.4047,0.420176,0.379665,0.016667,3.0333,0.050556,3
toolbench,agentmark,gemini-flash,G1_tool,L1_top10_rank,16,60,3.0333,3.4047,0.420176,0.379665,0.0,3.0333,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L1_top10_rank,32,60,3.0333,3.4047,0.420176,0.379665,0.0,3.0333,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L1_top10_rank,64,60,3.0333,3.4047,0.420176,0.379665,0.0,3.0333,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L2_top8_rank,8,60,3.0333,3.4047,0.469455,0.392019,0.0,3.0333,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L2_top8_rank,16,60,3.0333,3.4047,0.469455,0.392019,0.0,3.0333,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L2_top8_rank,32,60,3.0333,3.4047,0.469455,0.392019,0.0,3.0333,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L2_top8_rank,64,60,3.0333,3.4047,0.469455,0.392019,0.0,3.0333,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L3_top6_rank,8,60,2.55,2.6324,0.430734,0.402916,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L3_top6_rank,16,60,2.55,2.6324,0.430734,0.402916,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L3_top6_rank,32,60,2.55,2.6324,0.430734,0.402916,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L3_top6_rank,64,60,2.55,2.6324,0.430734,0.402916,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L4_top4_rank,8,60,2.55,2.6324,0.391329,0.385146,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L4_top4_rank,16,60,2.55,2.6324,0.391329,0.385146,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L4_top4_rank,32,60,2.55,2.6324,0.391329,0.385146,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L4_top4_rank,64,60,2.55,2.6324,0.391329,0.385146,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L5_top2_rank,8,60,1.5167,1.3339,0.410556,0.421826,0.0,1.5167,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L5_top2_rank,16,60,1.5167,1.3339,0.410556,0.421826,0.0,1.5167,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L5_top2_rank,32,60,1.5167,1.3339,0.410556,0.421826,0.0,1.5167,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L5_top2_rank,64,60,1.5167,1.3339,0.410556,0.421826,0.0,1.5167,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G1_tool,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,8,60,3.1833,5.4664,0.730556,0.444777,0.1,3.1833,0.31833,3
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,16,60,3.1833,5.4664,0.730556,0.444777,0.05,3.1833,0.159165,3
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,32,60,3.1833,5.4664,0.730556,0.444777,0.0,3.1833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,64,60,3.1833,5.4664,0.730556,0.444777,0.0,3.1833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L1_top10_rank,8,60,3.1833,5.4664,0.405396,0.421117,0.016667,3.1833,0.053056,3
toolbench,agentmark,gemini-flash,G2_category,L1_top10_rank,16,60,3.1833,5.4664,0.405396,0.421117,0.0,3.1833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L1_top10_rank,32,60,3.1833,5.4664,0.405396,0.421117,0.0,3.1833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L1_top10_rank,64,60,3.1833,5.4664,0.405396,0.421117,0.0,3.1833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L2_top8_rank,8,60,3.1833,5.4664,0.388838,0.410983,0.0,3.1833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L2_top8_rank,16,60,3.1833,5.4664,0.388838,0.410983,0.0,3.1833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L2_top8_rank,32,60,3.1833,5.4664,0.388838,0.410983,0.0,3.1833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L2_top8_rank,64,60,3.1833,5.4664,0.388838,0.410983,0.0,3.1833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L3_top6_rank,8,60,2.55,3.8595,0.413932,0.401238,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L3_top6_rank,16,60,2.55,3.8595,0.413932,0.401238,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L3_top6_rank,32,60,2.55,3.8595,0.413932,0.401238,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L3_top6_rank,64,60,2.55,3.8595,0.413932,0.401238,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L4_top4_rank,8,60,2.55,3.8595,0.368601,0.415117,0.016667,2.55,0.042501,3
toolbench,agentmark,gemini-flash,G2_category,L4_top4_rank,16,60,2.55,3.8595,0.368601,0.415117,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L4_top4_rank,32,60,2.55,3.8595,0.368601,0.415117,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L4_top4_rank,64,60,2.55,3.8595,0.368601,0.415117,0.0,2.55,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L5_top2_rank,8,60,1.4833,1.9441,0.449074,0.449511,0.0,1.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L5_top2_rank,16,60,1.4833,1.9441,0.449074,0.449511,0.0,1.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L5_top2_rank,32,60,1.4833,1.9441,0.449074,0.449511,0.0,1.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L5_top2_rank,64,60,1.4833,1.9441,0.449074,0.449511,0.0,1.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G2_category,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,8,60,2.4833,4.5305,0.664286,0.474041,0.05,2.4833,0.124165,3
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,16,60,2.4833,4.5305,0.664286,0.474041,0.033333,2.4833,0.082776,3
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,32,60,2.4833,4.5305,0.664286,0.474041,0.0,2.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,64,60,2.4833,4.5305,0.664286,0.474041,0.0,2.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L1_top10_rank,8,60,2.4833,4.5305,0.311797,0.373703,0.0,2.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L1_top10_rank,16,60,2.4833,4.5305,0.311797,0.373703,0.0,2.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L1_top10_rank,32,60,2.4833,4.5305,0.311797,0.373703,0.0,2.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L1_top10_rank,64,60,2.4833,4.5305,0.311797,0.373703,0.0,2.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L2_top8_rank,8,60,2.4833,4.5305,0.369907,0.413699,0.0,2.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L2_top8_rank,16,60,2.4833,4.5305,0.369907,0.413699,0.0,2.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L2_top8_rank,32,60,2.4833,4.5305,0.369907,0.413699,0.0,2.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L2_top8_rank,64,60,2.4833,4.5305,0.369907,0.413699,0.0,2.4833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L3_top6_rank,8,60,2.1,3.4626,0.338008,0.413174,0.0,2.1,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L3_top6_rank,16,60,2.1,3.4626,0.338008,0.413174,0.0,2.1,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L3_top6_rank,32,60,2.1,3.4626,0.338008,0.413174,0.0,2.1,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L3_top6_rank,64,60,2.1,3.4626,0.338008,0.413174,0.0,2.1,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L4_top4_rank,8,60,2.1,3.4626,0.376814,0.430388,0.0,2.1,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L4_top4_rank,16,60,2.1,3.4626,0.376814,0.430388,0.0,2.1,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L4_top4_rank,32,60,2.1,3.4626,0.376814,0.430388,0.0,2.1,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L4_top4_rank,64,60,2.1,3.4626,0.376814,0.430388,0.0,2.1,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L5_top2_rank,8,60,1.2833,1.7859,0.3075,0.41507,0.0,1.2833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L5_top2_rank,16,60,1.2833,1.7859,0.3075,0.41507,0.0,1.2833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L5_top2_rank,32,60,1.2833,1.7859,0.3075,0.41507,0.0,1.2833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L5_top2_rank,64,60,1.2833,1.7859,0.3075,0.41507,0.0,1.2833,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G2_instruction,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,8,60,2.6667,3.2452,0.631667,0.484852,0.1,2.6667,0.26667,3
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,16,60,2.6667,3.2452,0.631667,0.484852,0.0,2.6667,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,32,60,2.6667,3.2452,0.631667,0.484852,0.0,2.6667,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,64,60,2.6667,3.2452,0.631667,0.484852,0.0,2.6667,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L1_top10_rank,8,60,2.6667,3.2452,0.367877,0.37006,0.0,2.6667,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L1_top10_rank,16,60,2.6667,3.2452,0.367877,0.37006,0.0,2.6667,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L1_top10_rank,32,60,2.6667,3.2452,0.367877,0.37006,0.0,2.6667,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L1_top10_rank,64,60,2.6667,3.2452,0.367877,0.37006,0.0,2.6667,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L2_top8_rank,8,60,2.6667,3.2452,0.314802,0.380482,0.0,2.6667,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L2_top8_rank,16,60,2.6667,3.2452,0.314802,0.380482,0.0,2.6667,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L2_top8_rank,32,60,2.6667,3.2452,0.314802,0.380482,0.0,2.6667,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L2_top8_rank,64,60,2.6667,3.2452,0.314802,0.380482,0.0,2.6667,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L3_top6_rank,8,60,2.6,3.2059,0.324583,0.367883,0.0,2.6,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L3_top6_rank,16,60,2.6,3.2059,0.324583,0.367883,0.0,2.6,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L3_top6_rank,32,60,2.6,3.2059,0.324583,0.367883,0.0,2.6,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L3_top6_rank,64,60,2.6,3.2059,0.324583,0.367883,0.0,2.6,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L4_top4_rank,8,60,2.6,3.2059,0.316111,0.384691,0.0,2.6,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L4_top4_rank,16,60,2.6,3.2059,0.316111,0.384691,0.0,2.6,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L4_top4_rank,32,60,2.6,3.2059,0.316111,0.384691,0.0,2.6,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L4_top4_rank,64,60,2.6,3.2059,0.316111,0.384691,0.0,2.6,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L5_top2_rank,8,60,1.4,1.586,0.315,0.406477,0.0,1.4,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L5_top2_rank,16,60,1.4,1.586,0.315,0.406477,0.0,1.4,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L5_top2_rank,32,60,1.4,1.586,0.315,0.406477,0.0,1.4,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L5_top2_rank,64,60,1.4,1.586,0.315,0.406477,0.0,1.4,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,agentmark,gemini-flash,G3_instruction,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,rank,deepseek,G1_category,L0_exact_probs,8,60,1.1667,3.2321,0.283333,0.45442,0.066667,1.1667,0.07778,3
toolbench,rank,deepseek,G1_category,L0_exact_probs,16,60,1.1667,3.2321,0.283333,0.45442,0.016667,1.1667,0.019445,3
toolbench,rank,deepseek,G1_category,L0_exact_probs,32,60,1.1667,3.2321,0.283333,0.45442,0.0,1.1667,0.0,3
toolbench,rank,deepseek,G1_category,L0_exact_probs,64,60,1.1667,3.2321,0.283333,0.45442,0.0,1.1667,0.0,3
toolbench,rank,deepseek,G1_category,L1_top10_rank,8,60,1.1667,3.2321,0.282143,0.4526,0.066667,1.1667,0.07778,3
toolbench,rank,deepseek,G1_category,L1_top10_rank,16,60,1.1667,3.2321,0.282143,0.4526,0.016667,1.1667,0.019445,3
toolbench,rank,deepseek,G1_category,L1_top10_rank,32,60,1.1667,3.2321,0.282143,0.4526,0.0,1.1667,0.0,3
toolbench,rank,deepseek,G1_category,L1_top10_rank,64,60,1.1667,3.2321,0.282143,0.4526,0.0,1.1667,0.0,3
toolbench,rank,deepseek,G1_category,L2_top8_rank,8,60,1.1667,3.2321,0.258036,0.423222,0.016667,1.1667,0.019445,3
toolbench,rank,deepseek,G1_category,L2_top8_rank,16,60,1.1667,3.2321,0.258036,0.423222,0.0,1.1667,0.0,3
toolbench,rank,deepseek,G1_category,L2_top8_rank,32,60,1.1667,3.2321,0.258036,0.423222,0.0,1.1667,0.0,3
toolbench,rank,deepseek,G1_category,L2_top8_rank,64,60,1.1667,3.2321,0.258036,0.423222,0.0,1.1667,0.0,3
toolbench,rank,deepseek,G1_category,L3_top6_rank,8,60,1.1167,3.0146,0.268277,0.433761,0.0,1.1167,0.0,3
toolbench,rank,deepseek,G1_category,L3_top6_rank,16,60,1.1167,3.0146,0.268277,0.433761,0.0,1.1167,0.0,3
toolbench,rank,deepseek,G1_category,L3_top6_rank,32,60,1.1167,3.0146,0.268277,0.433761,0.0,1.1167,0.0,3
toolbench,rank,deepseek,G1_category,L3_top6_rank,64,60,1.1167,3.0146,0.268277,0.433761,0.0,1.1167,0.0,3
toolbench,rank,deepseek,G1_category,L4_top4_rank,8,60,1.1167,3.0146,0.264507,0.430078,0.0,1.1167,0.0,3
toolbench,rank,deepseek,G1_category,L4_top4_rank,16,60,1.1167,3.0146,0.264507,0.430078,0.0,1.1167,0.0,3
toolbench,rank,deepseek,G1_category,L4_top4_rank,32,60,1.1167,3.0146,0.264507,0.430078,0.0,1.1167,0.0,3
toolbench,rank,deepseek,G1_category,L4_top4_rank,64,60,1.1167,3.0146,0.264507,0.430078,0.0,1.1167,0.0,3
toolbench,rank,deepseek,G1_category,L5_top2_rank,8,60,0.8333,2.0844,0.235926,0.405715,0.0,0.8333,0.0,3
toolbench,rank,deepseek,G1_category,L5_top2_rank,16,60,0.8333,2.0844,0.235926,0.405715,0.0,0.8333,0.0,3
toolbench,rank,deepseek,G1_category,L5_top2_rank,32,60,0.8333,2.0844,0.235926,0.405715,0.0,0.8333,0.0,3
toolbench,rank,deepseek,G1_category,L5_top2_rank,64,60,0.8333,2.0844,0.235926,0.405715,0.0,0.8333,0.0,3
toolbench,rank,deepseek,G1_category,L6_selected_only,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,rank,deepseek,G1_category,L6_selected_only,16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,rank,deepseek,G1_category,L6_selected_only,32,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,rank,deepseek,G1_category,L6_selected_only,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
toolbench,rank,deepseek,G1_instruction,L0_exact_probs,8,60,2.2667,2.6988,0.733333,0.445948,0.05,2.2667,0.113335,3
toolbench,rank,deepseek,G1_instruction,L0_exact_probs,16,60,2.2667,2.6988,0.733333,0.445948,0.0,2.2667,0.0,3
toolbench,rank,deepseek,G1_instruction,L0_exact_probs,32,60,2.2667,2.6988,0.733333,0.445948,0.0,2.2667,0.0,3
toolbench,rank,deepseek,G1_instruction,L0_exact_probs,64,60,2.2667,2.6988,0.733333,0.445948,0.0,2.2667,0.0,3
toolbench,rank,deepseek,G1_instruction,L1_top10_rank,8,60,2.2667,2.6988,0.716667,0.45442,0.05,2.2667,0.113335,3
toolbench,rank,deepseek,G1_instruction,L1_top10_rank,16,60,2.2667,2.6988,0.716667,0.45442,0.0,2.2667,0.0,3
toolbench,rank,deepseek,G1_instruction,L1_top10_rank,32,60,2.2667,2.6988,0.716667,0.45442,0.0,2.2667,0.0,3
toolbench,rank,deepseek,G1_instruction,L1_top10_rank,64,60,2.2667,2.6988,0.716667,0.45442,0.0,2.2667,0.0,3
toolbench,rank,deepseek,G1_instruction,L2_top8_rank,8,60,2.2667,2.6988,0.696071,0.448178,0.033333,2.2667,0.075556,3
toolbench,rank,deepseek,G1_instruction,L2_top8_rank,16,60,2.2667,2.6988,0.696071,0.448178,0.0,2.2667,0.0,3
toolbench,rank,deepseek,G1_instruction,L2_top8_rank,32,60,2.2667,2.6988,0.696071,0.448178,0.0,2.2667,0.0,3
toolbench,rank,deepseek,G1_instruction,L2_top8_rank,64,60,2.2667,2.6988,0.696071,0.448178,0.0,2.2667,0.0,3
toolbench,rank,deepseek,G1_instruction,L3_top6_rank,8,60,2.1667,2.5054,0.706592,0.438152,0.0,2.1667,0.0,3
toolbench,rank,deepseek,G1_instruction,L3_top6_rank,16,60,2.1667,2.5054,0.706592,0.438152,0.0,2.1667,0.0,3
toolbench,rank,deepseek,G1_instruction,L3_top6_rank,32,60,2.1667,2.5054,0.706592,0.438152,0.0,2.1667,0.0,3
toolbench,rank,deepseek,G1_instruction,L3_top6_rank,64,60,2.1667,2.5054,0.706592,0.438152,0.0,2.1667,0.0,3
toolbench,rank,deepseek,G1_instruction,L4_top4_rank,8,60,2.1667,2.5054,0.632744,0.445224,0.0,2.1667,0.0,3
toolbench,rank,deepseek,G1_instruction,L4_top4_rank,16,60,2.1667,2.5054,0.632744,0.445224,0.0,2.1667,0.0,3
toolbench,rank,deepseek,G1_instruction,L4_top4_rank,32,60,2.1667,2.5054,0.632744,0.445224,0.0,2.1667,0.0,3
toolbench,rank,deepseek,G1_instruction,L4_top4_rank,64,60,2.1667,2.5054,0.632744,0.445224,0.0,2.1667,0.0,3
toolbench,rank,deepseek,G1_instruction,L5_top2_rank,8,60,1.7,1.7974,0.48119,0.453185,0.0,1.7,0.0,3
toolbench,rank,deepseek,G1_instruction,L5_top2_rank,16,60,1.7,1.7974,0.48119,0.453185,0.0,1.7,0.0,3
